term_id,term,term_url,ar,de,en,es,fr,it,ja,ko,pl,pt,sr,sv,zh
841-23-51,rotary hearth furnace,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-23-51,فرن دوار ذو موقد ( مجمرة),"Widerstands-Drehherdofen, m",rotary hearth furnace,horno de solera giratoria,"four à sole tournante, m",forno con letto rotante,回転炉床炉,회전로회전상로노바닥 회전로,piec karuzelowy,forno de piso rotativo,"пећ са обртним подом, ж јд",roterhärdugn,转底式炉
841-23-52,rotary drum furnace,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-23-52,فرن ذو اسطوانة دوارة,"Widerstands-Trommelofen, m",rotary drum furnace,horno de tambor giratorio,"four à tambour rotatif, m",forno a cestello rotante,回転ドラム炉,회전 드럼식로,piec bębnowy obrotowy,forno de tambor rotativo,"бубањска пећ, ж јд",roterande trumugn,转筒式炉
841-23-53,walking beam furnace,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-23-53,فرن ذو عارضة متحركة,"Widerstands-Hubbalkenofen, m",walking beam furnace,horno de balancines,"four à longerons mobiles, m",forno a bilanciere,ウォーキングビーム炉,단계식로,piec o trzonie kroczącym,forno de longarinas móveis,"корачна пећ, ж јд",stegbalksugn,步进式炉
841-23-54,skid hearth furnace,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-23-54,فرن موقد ذو مزلقة,"Widerstands-Gleitherdofen, m",skid hearth furnace,horno de solera deslizante,"four à sole glissante, m",forno con letto su scivolo,スキッドハース炉,미끄러짐식 화로미끄러짐식 로미끄러짐식로,piec o trzonie ślizgowym,forno de piso deslizante,"пећ са клизним подом, ж јд",glidhärdugn,滑底式炉
841-23-55,bogie hearth furnace,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-23-55,فرن ذو موقد بوجي (عربة منخفضة),"Widerstands-Herdwagenofen, m",bogie hearth furnace,horno de solera móvil,"four à sole mobile, m",forno con suola correlata,台車式炉,대차식로,piec z wysuwanym trzonem,forno de piso móvel,"пећ са колицима, ж јд",vagnhärdugn,台车式炉
841-23-56,bogie furnace,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-23-56,فرن المجمرة المكشوفة المتحرّكة,"Widerstands-Wagenherdofen, m",bogie furnace,horno de vagonetas,"four à wagonnets, m",forno a carrello,ボギー形炉,보기형로,piec wózkowy,forno de vagonetas,"пећ са вагонетима, ж јд",vagnugn,车底式炉
841-23-57,rocking furnace,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-23-57,فرن متأرجح,"Widerstands-Schaukelofen, m",rocking furnace,horno oscilante,"four oscillant, m",forno oscillante,ロッキング炉,요동로,piec wahadłowy,forno oscilante,"осцилаторна пећ, ж јд",oscillerande ugn,摆动式炉
841-23-58,vacuum furnace,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-23-58,فرن تفريغ,"Vakuum-Elektroofen, m",vacuum furnace,horno de vacío,"four sous vide, m",camera sotto vuoto,真空炉,진공로,piec próżniowy,forno de vácuo,"вакуумска пећ, ж јд",vakuumugn,真空炉
841-23-59,hot wall vacuum furnace,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-23-59,فرن تفريغ ذو حائط ساخن,"Heißwand-Vakuumofen, m",hot wall vacuum furnace,horno de vacío de paredes calientes,"four sous vide à parois chaudes, m",forno sotto vuoto con pareti calde,高温壁真空炉,고온벽진공로,piec próżniowy o ścianach gorących,forno de vácuo com paredes aquecidas,"вакуумска пећ са врелим зидовима, ж јд",vakuumugn med varma väggar,热壁真空炉外热式真空炉
841-23-60,cold wall vacuum furnace,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-23-60,فرن تفريغ ذو حائط بارد,"Kaltwand-Vakuumofen, m",cold wall vacuum furnace,horno de vacío de paredes frías,"four sous vide à parois froides, m",forno sotto vuoto a pareti fredde,低温壁真空炉,저온벽진공로,piec próżniowy o ścianach zimnych,forno de vácuo com paredes frias,"вакуумска пећ са хладним зидовима, ж јд",vakuumugn med kylda väggar,冷壁真空炉内热式真空炉
841-23-61,fluidized bed furnace,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-23-61,فرن ذو مهد مائع,"Widerstands-Wirbelofen, m",fluidized bed furnace,horno de lecho fluidizado,"four à lit fluidisé, m",forno con letto fluido,流動床層炉流動床炉,유동소각로,piec ze złożem fluidalnym piec fluidalny,forno de leito fluidificado,"квазифлуидна пећ, ж јд",ugn med fluidiserad bädd,流态粒子炉
841-23-62,bath furnace,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-23-62,فرن حمام,"Badofen, m",bath furnace,horno de baño,"four à bain, m",forno a bagno,バス炉,욕조식로,piec z kąpielą grzejną,forno de banho,"пећ са купатилом, ж јд",badugn,浴炉
841-23-63,resistance heated boiler,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-23-63,غلاية (مرجل) مسخنة بمقاومة,"Siedekessel mit Widerstandserwärmung, m",resistance heated boiler,horno de calentamiento por resistencia,"chaudière à chauffage par résistance, f",caldaia riscaldata a resistenze,抵抗加熱ボイラー,저항가열 보일러,kocioł rezystancyjny,caldeira de aquecimento por resistência,"електроотпорно загревани бојлер, м јд",motståndsvärmd kokare,电阻加热锅炉
841-23-64,resistance drier,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-23-64,مجفف ذو مقاومة,"Trockner mit Widerstandserwärmung, m",resistance drier,secador por resistencia,"séchoir à résistance, m",essiccatore a resistenze,抵抗加熱式乾燥機,저항 건조기,suszarka rezystancyjna,secador de resistência,"отпорнички сушач, м јд",motståndsvärmd tork,电阻干燥器
841-23-65,forced convection furnace,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-23-65,فرن حمل إجباري,"Zwangskonvektions-Elektroofen, m",forced convection furnace,horno de convección forzada,"four à convection forcée, m",forno a convezione forzata,強制対流炉,강제대류식로,piec o konwekcji wymuszonej,forno de convecção forçada,"пећ са принудном конвекцијом, ж јд",ugn med forcerad konvektion,强迫对流炉
841-23-66,low thermal capacity furnace,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-23-66,فرن ذو سعة حرارية منخفضة,"Elektroofen mit geringer Wärmekapazität, m",low thermal capacity furnace,horno de baja capacidad térmica,"four à faible capacité thermique, m",forno a bassa capacità termica,低熱容量炉,저열용량로,piec o małej bezwładności cieplnej,forno de baixa capacidade térmica,"пећ са ниским термичким капацитетом, ж јд",ugn med låg termisk tröghet,低热容量炉
841-23-67,cooling chamber,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-23-67,غرفة التبريد,"Kühlkammer (eines Elektroofens), f",cooling chamber,cámara de enfriamiento,"chambre de refroidissement, f",camera di raffreddamento,冷却室,냉각실,komora chłodząca,câmara de arrefecimento,"комора за хлађење, ж јд",kylkammare,冷却室
841-23-68,muffle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-23-68,لافع ( عازل حراري),"Muffel (eines Widerstandsofens), f",muffle,mufla (2),moufle (2) m,muffola,マッフル,감싸개머플,mufla,mufla,"муфол, м јдоблога, ж јд",muffel,马弗
841-23-69,heating conductor surface load,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-23-69,حمل موصل التسخين السطحي,"Oberflächenlast eines Heizleiters, f",heating conductor surface load,potencia superficial de un elemento de calentamiento,"puissance surfacique d'un élément chauffant, f",carico superficiale termoconduttore,発熱体表面電力密度,가열도체 표면 부하발열체 표면전력밀도,obciążenie powierzchniowe przewodu grzejnego,potência areal de um elemento aquecedor,"површинско оптерећење грејног проводника, с јд",effekttäthet hos motståndselement,加热导体表面负荷
841-23-70,useful surface (of a heating chamber),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-23-70,سطح فعال (لغرفة التسخين),"Nutzfläche (einer Heizkammer), f",useful surface (of a heating chamber),superficie útil (de una cámara de calentamiento),surface utile (d'une chambre de chauffe) f,superficie utile,"有効表面, <加熱室の>","유효 표면, 가열실",powierzchnia użyteczna (komory grzejnej),superfície útil (de uma câmara aquecedora),"корисна површина коморе за загревање, ж јд",nyttig yta,"有用表面, <加热室的>"
841-24-01,infrared radiation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-24-01,أشعة تحت الحمراء,"Infrarotstrahlung, f",infrared radiation,radiación infrarroja,"rayonnement infrarouge, m",radiazione infrarossa,赤外放射,적외선 방사,promieniowanie podczerwone,radiação infravermelha,"инфрацрвено зрачење, с јд",infrastrålning,红外辐射
841-24-02,longwave infrared radiation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-24-02,أشعة تحت الحمراء طويلة الموجة,"langwellige Infrarotstrahlung, fferne Infrarotstrahlung, f",longwave infrared radiationfar infrared radiation,radiación infrarroja de onda larga,"rayonnement infrarouge long, m",radiazione infrarossa a onda lunga,遠赤外放射,원적외선방사,promieniowanie podczerwone długofalowe,radiação infravermelha de onda longa,"дуготаласно инфрацрвено зрачење, с јд",långvågig infrastrålning,长波红外辐射远红外辐射
841-24-03,mediumwave infrared radiation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-24-03,أشعة تحت الحمراء متوسطة الموجة,"mittelwellige Infrarotstrahlung, fmittlere Infrarotstrahlung, f",mediumwave infrared radiationmedium infrared radiation,radiación infrarroja de onda media,"rayonnement infrarouge moyen, m",radiazione infrarossa a onde medie,中赤外放射,중적외선방사,promieniowanie podczerwone średniofalowe,radiação infravermelha de onda média,"средњеталасно инфрацрвено зрачење, с јд",infrastrålning av medelvåglängd,中波红外辐射中红外辐射
841-24-04,shortwave infrared radiation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-24-04,أشعة تحت الحمراء قصيرة الموجة,"kurzwellige Infrarotstrahlung, fnahe Infrarotstrahlung, f",shortwave infrared radiationnear infrared radiation,radiación infrarroja de onda corta,"rayonnement infrarouge court, m",irradiazione infrarossa a onda corta vicino alla radiazione infrarossa,近赤外放射,근적외방사,promieniowanie podczerwone krótkofalowe,radiação infravermelha de onda curta,"краткоталасно инфрацрвено зрачење, с јд",kortvågig infrastrålning,短波红外辐射近红外辐射
841-24-05,infrared heating,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-24-05,تسخين بالأشعة تحت الحمراء,"Infraroterwärmung, f",infrared heating,calentamiento por infrarrojos,"chauffage par rayonnement infrarouge, m",riscaldamento a infrarossi,赤外加熱,적외선 가열,nagrzewanie promiennikowe,aquecimento por radiação infravermelha,"инфрацрвено загревање, с јд",infravärmning,红外加热
841-24-06,infrared drying,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-24-06,تجفيف بالأشعة تحت الحمراء,"Trocknung durch Infraroterwärmung, f",infrared drying,secado por infrarrojos,"séchage par rayonnement infrarouge, m",essiccatore a infrarossi,赤外乾燥,적외선 건조,suszenie promiennikowe,secagem por radiação infravermelha,"инфрацрвено сушење, с јд",infratorkning,红外干燥
841-24-07,infrared vacuum drying,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-24-07,تجفيف بالتفريغ بالأشعة تحت الحمراء,"Trocknung durch Infraroterwärmung im Vakuum, f",infrared vacuum drying,secado al vacío por infrarrojos,"séchage sous vide par rayonnement infrarouge, m",essiccazione sotto vuoto a infrarossi,赤外真空乾燥,적외선 진공 건조,suszenie promiennikowe próżniowe,secagem sob vácuo por radiação infravermelha,"инфрацрвено вакуумско зрачење, с јд",infratorkning i vakuum,红外真空干燥
841-24-08,infrared space heating,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-24-08,تسخين الفراغ  ( الفضاء)بالأشعة تحت الحمراء,"Infrarot-Raumheizung, f",infrared space heating,calentamiento de espacios por infrarrojos,"chauffage de l'espace par rayonnement infrarouge, m",riscaldamento dell'ambiente a infrarossi,赤外空間ヒーター,적외선 공간 가열,ogrzewanie promiennikowe,aquecimento de espaço por radiação infravermelha,"инфрацрвено загревање простора, с јд",infraröd rumsvärmning,红外供暖
841-24-09,infrared installation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-24-09,منشأة ذات أشعة تحت الحمراء,"Infrarotanlage, f",infrared installation,instalación de infrarrojos,"installation à rayonnement infrarouge, f",impianto a infrarossi,赤外加熱装置,적외선장치,instalacja do nagrzewania promiennikowego,instalação de radiação infravermelha,"инфрацрвено постројење, с јд",anläggning för infravärmning,红外装置
841-24-10,infrared furnace,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-24-10,فرن الأشعة تحت الحمراء,"Infrarotofen, m",infrared furnace,horno de infrarrojos,"four à rayonnement infrarouge, m",forno a infrarossi,赤外炉,적외선로,piec promiennikowy,forno de radiação infravermelha,"инфрацрвена пећ, ж јд",infravärmningsugn,红外炉
841-24-11,infrared vacuum furnace,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-24-11,فرن التفريغ بالأشعة تحت الحمراء,"Infrarot-Vakuumofen, m",infrared vacuum furnace,horno de vacío por infrarrojos,"four sous vide à rayonnement infrarouge, m",forno sotto vuoto a infrarossi,赤外真空炉,적외선진공로,piec promiennikowy próżniowy,forno de vácuo por radiação infravermelha,"инфрацрвена вакуумска пећ, ж јд",vakuumugn med infravärmning,红外真空炉
841-24-12,infrared heater,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-24-12,سخان الأشعة تحت الحمراء,"Infrarotheizkörper, m",infrared heater,calentador por infrarrojos,"radiateur à infrarouge, m",riscaldatore a infrarossi,赤外ヒーター,적외선 난방기적외선 가열기,nagrzewnica promiennikowa,radiador de infravermelhos,"инфрацрвени грејач, м јдинфрацрвени електротермички уређај, м јд",infravärmare,红外加热器
841-24-13,infrared ceramic heater,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-24-13,سخان خزفي بالأشعة تحت الحمراء,"Infrarot-Keramikheizkörper, m",infrared ceramic heater,calentador de cerámica por infrarrojos,"corps de chauffe en céramique à infrarouge, m",riscaldatore a infrarossi in ceramica,赤外セラミックヒーター,적외선 세라믹 가열기,promiennik ceramiczny,aquecedor cerâmico de infravermelhos,"инфрацрвени керамички грејач, м јдинфрацрвени керамички електротермички уређај, м јд",keramisk infravärmare,红外陶瓷加热器
841-24-14,infrared heating element,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-24-14,عنصر تسخين بالأشعة تحت الحمراء,"Infrarotheizelement, n",infrared heating element,elemento de calentamiento por infrarrojos,"élément chauffant par infrarouge, m",elemento riscaldante a infrarossi,赤外放射素子,적외선 가열요소,promiennik podczerwieni,elemento aquecedor de infravermelhos,"инфрацрвени грејни елемент, м јд",infrastrålare,红外加热元件
841-24-15,infrared lamp radiator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-24-15,مصباح مشع للأشعة تحت الحمراء,"Infrarotlampe, f",infrared lamp radiator,radiador de infrarrojos de lámpara,"radiateur infrarouge à lampe, m",radiatore con lampada a infrarossi,ランプ形赤外放射体,적외선 램프형 방열기,promiennik lampowy,radiador de lâmpada de infravermelhos,"радијатор инфрацрвене сијалице, м јд",infrastrållampa,红外灯辐射器
841-24-16,infrared dark emitter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-24-16,باعث قاتم للأشعة تحت الحمراء,"dunkler Infrarotstrahler, m",infrared dark emitter,emisor de infrarrojos negro,"émetteur infrarouge noir, m",emettitore oscuro di infrarossi,低輝度赤外放射体,저휘도 적외선 방사체,promiennik ciemny,emissor infravermelho escuro,"инфрацрвени тамни емитер, м јд",mörk infrastrålare,暗红外发射器
841-24-17,infrared bright emitter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-24-17,باعث ساطع للأشعة تحت الحمراء,"heller Infrarotstrahler, m",infrared bright emitter,emisor de infrarrojos brillante,"émetteur infrarouge brillant, m",emettitore luminoso di infrarossi,高輝度赤外放射体,고휘도 적외선 방사체,promiennik jasny,emissor infravermelho brilhante,"инфрацрвени светли емитер, м јд",ljus infrastrålare,亮红外发射器
841-24-18,infrared low temperature emitter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-24-18,باعث أشعة تحت حمراء منخفضة الحرارة,"Infrarotstrahler mit geringer Temperatur, m",infrared low temperature emitter,emisor de infrarrojos de baja temperatura,"émetteur infrarouge à faible température, m",emettitore di infrarossi a bassa temperatura,低温赤外放射体,저온 적외선 방사체,promiennik niskotemperaturowy,emissor infravermelho de baixa temperatura,"инфрацрвени емитер ниске температуре, м јд",infrastrålare för låg temperatur,低温红外发射器
841-24-19,infrared medium temperature emitter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-24-19,باعث أشعة تحت حمراء متوسطة الحرارة,"Infrarotstrahler mit mittlerer Temperatur, m",infrared medium temperature emitter,emisor de infrarrojos de media temperatura,"émetteur infrarouge à moyenne température, m",emettitore di infrarossi a temperatura media,中温赤外放射体,중온 적외선 방사체,promiennik średniotemperaturowy,emissor infravermelho de média temperatura,"инфрацрвени емитер средње температуре, м јд",infrastrålare för medeltemperatur,中温红外发射器
841-24-20,infrared high temperature emitter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-24-20,باعث أشعة تحت حمراء عالية الحرارة,"Infrarotstrahler mit hoher Temperatur, m",infrared high temperature emitter,emisor de infrarrojos de alta temperatura,"émetteur infrarouge à haute température, m",emettitore di infrarossi a temperatura elevata,高温赤外放射体,고온 적외선 방사체,promiennik wysokotemperaturowy,emissor infravermelho de alta temperatura,"инфрацрвени емитер високе температуре, м јд",infrastrålare för hög temperatur,高温红外发射器
841-24-21,electric infrared emitter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-24-21,باعث إشعاعي كهربائي للأشعة تحت الحمراء,"elektrischer Infrarotstrahler, m",electric infrared emitter,emisor eléctrico de infrarrojos,"émetteur électrique de rayonnement infrarouge, m",emettitore di infrarossi elettrico,電気式赤外放射体,전기식 적외선 방사체,emiter podczerwieni elektryczny,emissor eléctrico de radiação infravermelha,"електрични инфрацрвени емитер, м јд",elektrisk infrastrålare,电红外发射器
841-24-22,halogen lamp emitter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-24-22,باعث مصباح هالوجيني,"Halogenstrahler, m",halogen lamp emitter,emisor de lámpara halógena,"émetteur à lampe halogène, m",emettitore con lampada alogena,ハロゲンランプ形放射体,할로겐등형 방사체,promiennik halogenowy,emissor (infravermelho) de lâmpada halogénea,"халогена сијалица као емитер, ж јд",infrastrålare med halogenlampa,卤素灯发射器
841-24-23,infrared spot emitter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-24-23,باعث بقعي للأشعة تحت الحمراء,"Infrarotpunktstrahler, m",infrared spot emitter,"emisor de ""spot"" de infrarrojos","émetteur spot de rayonnement infrarouge, m",emettitore di infrarossi locale/puntiforme/a fascio stretto?,スポット形赤外放射体,스팟형 적외선 방사체,promiennik punktowy,emissor pontual de radiação infravermelha,"инфрацрвени тачкасти емитер, м јд",punktformad infrastrålare,点红外发射器
841-24-24,tubular infrared emitter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-24-24,باعث أنبوبي للأشعة تحت الحمراء,"Infrarotrohrstrahler, m",tubular infrared emitter,emisor tubular de infrarrojos,"émetteur tubulaire de rayonnement infrarouge, m",emettirore tubolare di infrarossi,棒状赤外放射体,관형 적외선 방사체,promiennik liniowy,emissor tubular de radiação infravermelha,"цевасти инфрацрвени емитер, м јд",rörformad infrastrålare,管状红外发射器
841-24-25,infrared plate emitter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-24-25,باعث لوحي للأشعة تحت الحمراء,"Infrarotplattenstrahler, m",infrared plate emitter,emisor de placa de infrarrojos,"émetteur plaque de rayonnement infrarouge, m",emettitore piatto  di infrarossi,面状赤外放射体,적외선판 방사체,promiennik płaszczyznowy,emissor em placa de radiação infravermelha,"инфрацрвени плочасти емитер, м јд",platt infrastrålare,板状红外发射器
841-24-26,infrared quartz emitter,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-24-26,باعث كوارتز للأشعة تحت الحمراء,"Infrarotquarzstrahler, m",infrared quartz emitter,emisor de cuarzo de infrarrojos,"émetteur à quartz de rayonnement infrarouge, m",emettitore di infrarossi al quarzo,石英赤外放射体,적외선 석영 방사체,promiennik kwarcowy,emissor de quartzo de radiação infravermelha,"инфрацрвени кварцни емитер, м јд",infrastrålare i kvartslampa,红外石英发射器
841-24-27,filament,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-24-27,فتيلة,"Glühdraht, m",filament,filamento,"filament, m",filamento,フィラメント,필라멘트,żarnik,filamento,"влакно, с јд",trådformad infrastrålare,灯丝
841-24-28,infrared emitter directing unit,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-24-28,وحدة توجيه باعث أشعة تحت الحمراء,"Richtelement eines Infrarotstrahlers, n",infrared emitter directing unit,unidad directiva de un emisor de infrarrojos,"unité directive d’un émetteur de rayonnement infrarouge, f",unità che dirige l'emettitore di infrarossi,赤外放射直射ユニット,적외선 방사체 지시장치,element kierujący promieniowanie,unidade direccional de um emissor de radiação infravermelha,"усмеравајућа јединица инфрацрвеног емитера, ж јд",riktanordning för infrastrålare,红外发射器定向装置
841-24-29,infrared emitter reflector,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-24-29,عاكس باعث الأشعة تحت الحمراء,"Reflektor des Infrarotstrahlers, m",infrared emitter reflector,reflector de un emisor de infrarrojos,"réflecteur d'un émetteur de rayonnement infrarouge, m",riflettore dell'emettitore di infrarossi,赤外放射体用反射板,적외선 방사체용 반사체,odbłyśnik,reflector de um emissor de radiação infravermelha,"рефлектор инфрацрвеног емитера, м јд",reflektor för infrastålare,红外发射器反射器
841-24-30,radiant heating panel,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-24-30,لوحة تسخين مشعة,"Flächenheizstrahler, m",radiant heating panel,panel de calentamiento radiante,"panneau chauffant rayonnant, m",pannello radiante riscaldante,放射加熱パネル,방사가열 패널,segment promiennikowy,painel aquecedor radiante,"зрачећи грејни панел, м јд",infrastrålningspanel,辐射加热板
841-25-01,electrode heating,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-25-01,تسخين بالقطب الكهربائي,"Elektrodenerwärmung, f",electrode heating,calentamiento por electrodos,"chauffage par électrodes, m",riscaldamento a elettro,電極加熱,전극 가열,nagrzewanie elektrodowe,aquecimento por eléctrodos,"електрода за загревање, ж јд",värmning med elektroder,电极加热
841-25-02,fused salt electrolysis,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-25-02,تحليل كهربائي بالملح المنصهر (المذاب),"Schmelzflusselektrolyse, f",fused salt electrolysis,electrólisis de sal fundida,"électrolyse à sel fondu, f",elettrolisi di sali fusi,溶融塩電解,용해염전해법용융염전해법,elektroliza stopionych soli,electrólise com sal fundido,"електролиза у растопљеној соли, ж јд",elektrolys i smält salt,熔融盐电解
841-25-03,thermo-electrolysis,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-25-03,تحليل كهروحراري,"Thermoelektrolyse, fthermoelektrolytische Reduktion, f",thermo-electrolysisthermo-electrolytic reduction,termoelectrolisistermoelectrolisis de reducción,"thermo-électrolyse, fréduction thermo-électrolytique, f",elettrolisi termica,熱電解熱電解還元,열전해법,termoelektroliza redukcja termoelektrolityczna,termoelectróliseredução termoelectrolítica,"термоелектролиза, ж јд",termoelektrolys,热电解热电解还原
841-25-04,thermo-electrolytic refining,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-25-04,تكرير كهروحراري,"thermoelektrolytisches Frischen, n",thermo-electrolytic refining,refino termoelectrolítico,"affinage thermo-électrolytique, m",raffinazione termo elettrica,熱電解精錬,열전해 정제열전해 정련,rafinacja termoelektrolityczna,afinação termoelectrolítica,"термоелектролитичко рафинисање, с јд",termoelektrolytisk raffinering,热电解精炼
841-25-05,liquid heating medium,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-25-05,وسط التسخين السائل,"flüssiges Erwärmungsmedium, n",liquid heating medium,medio de calentamiento líquido,"milieu de chauffage liquide, m",mezzo di riscaldamento liquido,液体熱媒体,액체 열매체,ośrodek grzejny ciekły,meio líquido de aquecimento,"течни медијум за загревање, м јд",flytande värmningsmedium,液态加热介质
841-25-06,heating salt,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-25-06,ملح التسخين,"Heizsalz, n",heating salt,sal de calentamiento,"sel de chauffage, m",sale riscaldante,熱塩,가열염,sól grzejna,sal de aquecimento,"соно загревање, с јд",salt för saltbadsugn,加热盐
841-25-07,heating salt mixture,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-25-07,خليط أملاح تسخين,"Heizsalzmischung, f",heating salt mixture,mezcla de sales de calentamiento,"mélange de sels de chauffage, m",miscela di sale riscaldante,熱塩混合物,가열염 혼합물,mieszanina soli grzejnych,mistura de sais de aquecimento,"загревање соном мешавином, с јд",saltblandning för saltbadsugn,加热盐混合物
841-25-08,metal bath,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-25-08,حوض  معدني,"Metallbad, n",metal bath,baño de metal,"bain de métal, m",bagno di metallo,金属浴,금속중탕금속욕,kąpiel metalowa,banho de metal,"метално купатило, с јд",metallbad,金属浴
841-25-09,salt bath,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-25-09,حوض  ملحي,"Salzbad, n",salt bath,baño de sales,"bain de sel, m",bagno di sale,塩浴,염욕,kąpiel solna,banho de sal,"соно купатило, с јд",saltbad,盐浴
841-25-10,glass making batch,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-25-10,دفعة تصنيع الزجاج,"Glasherstellungseinsatz, m",glass making batch,carga de elaboración de vidrio,"charge d'élaboration du verre, f",carico per la produzione del vetro,ガラス製造バッチ,유리제조 원료배합,zestaw szklarski,carga de preparação do vidro,"материјал за израду стакла, м јд",material för glasframställning,玻璃配料
841-25-11,conducting slag,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-25-11,خبث موصل,"leitende Schlacke, f",conducting slag,escoria conductora,"laitier conducteur, m",scorie conduttrice,伝導スラグ,전도성 찌꺼기,żużel przewodzący,escória condutora,"проводна шљака, ж јд",ledande slagg,导电渣
841-25-12,electrode water heating,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-25-12,تسخين الماء بالقطب الكهربائي,"Elektrodenwassererwärmung, f",electrode water heating,calentamiento de agua por electrodos,"chauffage de l'eau par électrodes, m",riscaldamento dell'acqua dell'elettrodo,電極水加熱,전극수 가열,nagrzewanie elektrodowe wody,aquecimento da água por eléctrodos,"електрода за загревање воде, ж јд",vattenvärmare med elektroder,电极水加热
841-25-13,electroslag remelting,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-25-13,إعادة الصهر بالخبث الموصل,"Elektroschlackeumschmelzen, n",electroslag remelting,refusión con electroescorias,"refusion sous laitier électroconducteur, f",rifusione delle elettroscorie,電気スラグ再溶融,전기찌꺼기 재용융,przetapianie pod żużlem przewodzącym przetapianie elektrożużlowe,refusão em escória electrocondutora,"претапање под проводном шљаком, с јд",elektroslaggomsmältning,电渣重熔
841-25-14,ingot solidification,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=841-25-14,تصلّب سبائكي,"Erstarrung des Gussblocks, f",ingot solidification,solidificación en lingote,"solidification en lingot, f",solidificazione in pani,インゴット凝固法,주괴 응고법,krzepnięcie wlewka,solidificação em lingote,"очвршћавање ингота, с јд",götstelning,金属锭凝固
