term_id,term,term_url,ar,de,en,es,fr,it,ja,ko,pl,pt,zh
395-07-147,inertial confinement,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-147,,"Inertialeinschluss, m",inertial confinement,"confinamiento inercial, m","confinement inertiel, m",contenimento inerziale,慣性閉じ込め,관성 밀폐관성 제한,"utrzymanie inercyjne plazmy, n",confinamento inercial,惯性约束
395-07-148,magnetic confinement,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-148,,"magnetischer Einschluss, m",magnetic confinement,"confinamiento magnético, m","confinement magnétique, m",contenimento magnetico,磁気閉じ込め,자기 밀폐,"utrzymanie magnetyczne plazmy, n",confinamento magnético,磁约束
395-07-149,tokamak,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-149,,"Tokamak, m",tokamak,"tokamak, m","tokamak, m",tokamak,トカマク,토카막,"tokamak, mkomora toroidalna z cewkami magnetycznymi, f",tokamak,托卡马克
395-07-150,stellarator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-07-150,,"Stellarator, m",stellarator,"estelarator, m","stellarator, m",stellarator,ステラレータ,스텔러레이터,"stelerator, m",stellarator,仿星器
395-08-01,fuel cycle,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-01,,"Brennstoffzyklus, m",fuel cycle,"ciclo del combustible, m","cycle du combustible, m",ciclo del combustible,燃料サイクル,연료 주기,"cykl paliwowy, m",ciclo do combustível,燃料循环
395-08-02,enrichment (1),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-02,,"Anreicherung (1), f",enrichment (1),"enriquecimiento (1), m",enrichissement (1) m,arricchimento,同位体濃縮,농축,"wzbogacenie, n",enriquecimento (1),富集浓缩
395-08-03,enrichment (2),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-03,,"Anreicherung (2), f",enrichment (2),"enriquecimiento (2), m",enrichissement (2) m,arricchimento,濃縮度,농축도,"stopień wzbogacenia, m",enriquecimento (2),富集度
395-08-04,depletion,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-04,,"Verarmung, fAbreicherung, f",depletion,"quemado, m","appauvrissement, m",impoverimento,減損,감손,"zubożenie, n",empobrecimento,贫化
395-08-05,isotope separation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-05,,"Isotopentrennung, f",isotope separation,"separación isotópica, f","séparation isotopique, f",separazione isotopica,同位体分離,동위 원소 분리,"frakcjonowanie izotopów, n",separação isotópica,同位素分离
395-08-06,laser isotope separation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-06,,"Lasertrennung von Isotopen, fLaseranreicherung, f",laser isotope separation,"separación isotópica por laser, f","séparation isotopique par laser, f",separazione isotopica per mezzo di laser,レーザー同位体分離,레이저 동위 원소 분리,"frakcjonowanie laserowe izotopów, nrozdzielanie izotopów, n",separação isotópica por laser,激光同位素分离
395-08-07,centrifugal process,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-07,,"zentrifugieren, Verb",centrifugal process,"centrifugación, f","centrifugation, f",processo di centrifugazione,遠心分離法,원심 분리 처리,"proces separacji odśrodkowej, m",centrifugaçãoprocesso de centrifugação,离心法
395-08-08,gaseous diffusion process,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-08,,"Gasdiffusionsverfahren, n",gaseous diffusion process,"difusión gaseosa, f","diffusion gazeuse, f",processo di diffusione gassosa,ガス拡散法,가스 확산법,"proces gazowej separacji dyfuzyjnej, m",difusão gasosaprocesso de difusão gasosa,气体扩散法
395-08-09,enrichment factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-09,,"Anreicherungsfaktor, m",enrichment factor,"factor de enriquecimiento, m","facteur d’enrichissement, m",fattore di arricchimento,濃縮係数,농축 계수,"współczynnik wzbogacenia, m",fator de enriquecimento,富集因数
395-08-10,separation factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-10,,"Trennfaktor, m",separation factor,"factor de separación, m","facteur de séparation, m",fattore di separazione,分離係数,분리 계수,"współczynnik separacji, mwspółczynnik rozdzielania, m",fator de separação,分离因数
395-08-11,separative work,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-11,,"Trennarbeit, f",separative work,"trabajo de separacíón, m","travail de séparation, m",lavoro di separazione,分離作業量,분리 작업량,"praca separacji, f",trabalho de separação,分离功
395-08-12,enriched uranium,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-12,,"angereichertes Uran, n",enriched uranium,"uranio enriquecido, m","uranium enrichi, m",uranio arricchito,濃縮ウラン,농축 우라늄,"uran wzbogacony, m",urânio enriquecido,浓缩铀
395-08-13,depleted uranium,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-13,,"abgereichertes Uran, n",depleted uranium,"uranio empobrecido, m","uranium appauvri, m",uranio impoverito,減損ウラン,감손 우라늄,"uran zubożony, m",urânio empobrecido,贫化铀
395-08-14,spent fuel,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-14,,"abgebrannter Kernbrennstoff, m",spent fuel,"combustible usado, m","combustible épuisé, mcombustible usé, m",combustibile esaurito,使用済燃料,사용후 핵연료,"paliwo wypalone,  n",combustível usado,乏燃料
395-08-15,radioactive waste management,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-15,,"Entsorgung, f",radioactive waste management,"gestión de residuos radiactivos, m","gestion des déchets radioactifs, f",gestione delle scorie radioattivegestione dei rifiuti radioattivi,廃棄物管理,방사성 폐기물 관리,"zarządzanie odpadami promieniotwórczymi, n",gestão dos resíduos radioativos,放射性废物管理
395-08-16,radioactive waste,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-16,,"radioaktiver Abfall, m",radioactive waste,"residuo radiactivo, m","déchet radioactif, m",scorie radioattiverifiuti radioattivi,放射性廃棄物,방사성 폐기물,"odpady promieniotwórcze, m plodpady radioaktywne, m pl",detrito radioativo,放射性废物
395-08-17,transuranic waste,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-17,,"transuranischer Abfall, m",transuranic wasteTRU waste,"residuo transuránico, m","déchet transuranien, m",scorie transuraniche,超ウラン元素廃棄物,초 우라늄 폐기물,"odpady transuranowe, m plodpady TRU,  m pl",detrito,超铀元素废物
395-08-18,exempt waste,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-18,,"freigegebener Abfall, m",exempt waste,"residuo no radiactivo, m","déchet non radioactif, m",scoria esentescoria non radioattiva,免除廃棄物,면제 폐기물,"odpady wyłączone, m pl",detrito não radioativo,豁免废物
395-08-19,transmutation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-19,,"Elementumwandlung, fTransmutation, f",transmutation,"transmutación, f","transmutation, f",trasmutazione,消滅処理,원소 전환원소 변형,"transmutacja, f",transmutação,嬗变
395-08-20,clearance level,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-20,,"Freigabekriterium, n",clearance levelrelease level,"nivel de autorización, m","niveaux d'autorisation, m pl",livello di autorizzazione,クリアランスレベル放出レベル,처분 제한치처분 레벨,"poziom zwolnienia,  m",nível de autorização,清洁解控水平
395-08-21,radioactive waste repository,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-21,,"Lager für radioaktiven Abfall, nEndlager, n",radioactive waste repository,"centro de almacenamiento de residuos radiactivos, m","centre de stockage radioactif, m",deposito di scorie radioattive,放射線廃棄物処分場,방사선 폐기물 처분장,"skład odpadów promieniotwórczych, m",centro de armazenamento radioativo,放射性废物贮存场放射性废物处置场
395-08-22,treatment,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-22,,"Behandlung, fKonditionierung, f",treatmentconditioning,"tratamiento/acondicionamiento, m","traitement, mconditionnement, m",trattamento/condizionamento,処理調整,처리조정,"uzdatnianie, nkondycjonowanie, n",tratamento/condicionamento,处理
395-08-23,immobilization,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-23,,"Fixierung, fImmobilisierung, f",immobilization,"inmovilización, f","immobilisation, f",immobilizzazione,固形化,부동화,"immobilizacja, f",imobilização,固定
395-08-24,encapsulation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-24,,"Einkapselung, f",encapsulation,"encapsulado, m","enrobage, <de déchets radioactifs> m","incapsulamento,",封入,캡슐화,"hermetyzacja, fkapsułowanie, n",encapsulamento,封装
395-08-25,solidification,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-25,,"Verfestigung, f",solidification,"solidificación, m","solidification, f",solidificazione,固化,응고고화,"zestalanie, n",solidificação,固化
395-08-26,matrix,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-26,,"Matrix, fEinkapselungsmatrix, fFixierungsmatrix, f",matrix encapsulation matriximmobilizing matrix,"matriz de acondicionamiento, f","matrice de conditionnement, f",matrice di incapsulamentomatrice immobilizzante,マトリクス,매트릭스간충 물질,"matryca, f",matriz,基料封装基料固定基料
395-08-27,cask,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-27,,"Behälter, mGebinde, n",cask,"contenedor de transporte, m","château de transport, m",castello di piombo,キャスク,캐스크수송용 차폐용기,"kontener osłonny,  m",contentor,贮运屏蔽容器
395-08-28,decommissioning,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-28,,"Außerbetriebnahme, fStilllegung, f",decommissioning,"desclasificación, f","déclassement, m",smantellamentodisattivazione,廃止措置,폐로,"dekategoryzacja,  flikwidacja,  f",decomissionamento,退役
395-08-29,nuclear facility,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-29,,"kerntechnische Anlage, f",nuclear facilitynuclear installation,"instalación nuclear, f","installation nucléaire, f",centrale nucleareinstallazione nucleare,原子力施設,핵시설원자력 시설,"obiekt jądrowy, m",instalação nuclear,核设施
395-08-30,dismantling,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-30,,"Demontage, fAbbau, m",dismantling,"desmantelamiento, m","démantèlement, m",smantellamento,解体撤去,분해해체,"demontaż, m",desmantelamento,拆除
395-08-31,permanent nuclear facility shutdown,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-31,,"dauerhafte Abschaltung einer kerntechnischen Anlage, f",permanent nuclear facility shutdown,"parada permanente de una instalación nuclear, f","mise à l’arrêt définitif, fMAD, f",arresto permanente di centrale nucleare,原子力施設の永久停止,원자력 시설 영구 정지,"wyłączenie trwałe urządzenia jądrowego, n",desobrigação definitiva de uma instalação nuclear,核设施永久关停
395-08-32,radioactive contamination,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-32,,"radioaktive Kontamination, f",radioactive contamination,"contaminación radiactiva, f","contamination radioactive, f",contaminazione radioattiva,放射性汚染,방사능 오염,"skażenie promieniotwórcze, n",contaminação radioativa,放射性污染
395-08-33,radioactive decontamination,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-33,,"radioaktive Dekontamination, f",radioactive decontamination,"descontaminación radiactiva, f","décontamination radioactive, f",decontaminazione radioattiva,除染,방사능 오염 제거,"dekontaminacja skażenia promieniotwórczego, f",descontaminação radioativa,放射性去污
395-08-34,decontamination factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-34,,"Dekontaminationsfaktor, m",decontamination factor,"factor de descontaminación, m","facteur de décontamination, m",fattore di decontaminazione,除染係数,오염 제거 계수,"czynnik dekontaminacji, m",fator de descontaminação,去污因数
395-08-35,remediation,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-35,,"Sanierung, f",remediation,"remediación, f","assainissement, m",bonifica,原状回復,환경 복원,"remediacja, f",reabilitação,补救
395-08-36,action level,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-36,,"Aktionsschwellenwert, m",action level,"nivel de acción, m","niveau d'action, m",livello di azione,対策レベル,대책 레벨대책 준위,"poziom działania, m",nível de ação,行动水平
395-08-37,spent fuel processing,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=395-08-37,,"Wiederaufarbeitung von abgebranntem Kernbrennstoff, fWiederaufbereitung, f",spent fuel processingreprocessing,"tratamiento de combustible gastado, m","traitement des combustibles usés, mretraitement, m",trattamento del combustibile esaurito,使用済燃料再処理,사용후 핵 연료 처리,"przerób wypalonego paliwa, m",processamento dos combustíveis usadosretratamento,乏燃料处理后处理
