term_id,term,term_url,ar,de,en,es,fi,fr,it,ja,ko,pl,pt,sl,sv,zh
712-05-27,off-set paraboloidal reflector antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-27,هوائي عاكس مزاح على شكل قطع ناقص,"asymmetrische Parabolantenne, fOffset-Paraboloidreflektorantenne, f",off-set paraboloidal reflector antenna,antena de reflector parabólico fuera de eje,sivusta syötetty paraboloidiantenni,"antenne parabolique à source décalée, fantenne off-set (terme à proscrire) f",antenna a riflettore parabolico offset,オフセット放物面反射鏡アンテナ,오프셋 포물형 반사기 안테나,antena z reflektorem paraboidalnym o niepełnym wykorzystaniu,antena de reflector parabólico desviado,paraboloidna reflektorska antena z izmaknjenim virom,offsetmatad parabolantenn,偏置抛物面反射器天线
712-05-28,Cassegrain reflector antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-28,هوائى عاكس (كاسيجرين),"Cassegrain-Reflektorantenne, f",Cassegrain reflector antenna,antena de Cassegrain,Cassegrainin antenni,"antenne Cassegrain, f",antenna Cassegrain,カセグレン反射鏡アンテナ,카세그레인 반사기 안테나,antena z reflektorem Cassegraina,antena Cassegrain,Cassegrainova reflektorska antena,Cassegrain-antenn,卡塞格伦反射器天线
712-05-29,gregorian reflector antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-29,هوائى عاكس غريغورى,"Gregory-Reflektorantenne, f",gregorian reflector antenna,antena de reflector gregoriano,gregoriaaninen antenni,"antenne à réflecteur grégorien, f",antenna gregoriana,グレゴリアン反射鏡アンテナ,그레고리 반사기 안테나,antena z reflektorem Gregoriana,antena de reflector gregoriano,Gregoryjeva reflektorska antena,Gregorian-antenn,格雷戈里反射面天线
712-05-30,parabolic cylinder antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-30,هوائي اسطواني بشكل مقطع مكافيء,"Zylinderparabolantenne, f",parabolic cylinder antenna,antena cilindro-parabólica,parabolinen sylinteriheijastinantenni,"antenne cylindro-parabolique, f",antenna a cilindro parabolico,パラボリックシリンダ（放物柱）アンテナ,접시형 원통 안테나,antena paraboliczno-cylindryczna,antena cilindro-parabólica,parabolično cilindrična antena,parabolisk cylinderantenn,抛物柱面天线
712-05-31,corner reflector antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-31,هوائي عاكس ركني,"Winkelreflektorantenne, f",corner reflector antenna,antena de diedro,kulmaheijastinantenni,"(antenne en) dièdre, m",antenna a diedro,コーナアンテナ,모서리 반사기 안테나,antena z reflektorem kątowym,antena em diedro,kotna reflektorska antena,vinkelreflektorantenn,角形反射器天线
712-05-32,cheese antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-32,هوائي اسطواني مخدد,"Tortenantenne, fCheese-Antenne, f",cheese antenna,antena en Dantena tipo queso,tahkoantenni,"antenne fromage, fantenne en D, f",antenna formaggio (cheese antenna),チーズアンテナ,원통 반사 안테나치즈 안테나,antena serowa,antena em queijo,antena Dpolkolutna antena,ostantenn,盒形天线
712-05-33,pill-box antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-33,هوائى بشكل علبة حبوب,"Segmentantenne, fPillbox-Antenne, f",pill-box antenna,antena pill-box,pillerirasia-antenni,"antenne pill-box, f",antenna pill box,ピルボックスアンテナ,필 상자 안테나,antena typu pill-box,antena em segmento,antena »pillbox«,pillbox-antenn,窄盒形天线
712-05-34,umbrella reflector antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-34,هوائى عاكس على شكل مظلة,"Schirmreflektorantenne, f",umbrella reflector antenna,antena con reflector paraguas,sateenvarjoheijastinantenni,"antenne (à réflecteur) parapluie, f",antenna a riflettore a ombrello,傘形反射鏡アンテナ,우산형 반사 안테나,antena z reflektorem parasolowym,antena de reflector em chapéu de chuva,dežnikasta reflektorska antena,paraplyreflektorantenn,伞形反射器天线
712-05-35,reflective array antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-35,هوائى مصفوفة عاكس,"Reflektorgruppenantenne, f",reflective array antennareactive reflector antenna,antena de reflector reactivo,heijastinryhmäantenni,"antenne catadioptrique, fantenne à réflecteur déphaseur, fantenne à réflecteur réactif, f",antenna a riflettori reattivi (catadiottrica),反射アレイアンテナ,반사적 배열 안테나반응성 반사 안테나,antena z zestawem odbijającym,antena catadióptricaantena com agregado de reflectores,skupinska reflektorska antena,reflekterande gruppantenn,反射阵天线
712-05-36,periscope antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-36,هوائى بيريسكوب,"Periskopantenne, f",periscope antenna,antena periscopio,periskooppiantenni,"antenne périscope, fantenne périscopique, f",antenna a periscopio,潜望鏡アンテナ,잠만경 안테나,antena peryskopowa,antena em periscópio,periskopska antena,periskopantenn,潜望镜天线
712-05-37,vertex plate (of a paraboloidal reflector),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-37,لوحة رأسية (للعاكس القطعى المكافئ),"Scheitelplatte, <eines Paraboloidreflektors> fAbstimmplatte, f",vertex plate (of a paraboloidal reflector),placa de vértice (de un reflector parabólico),sovitusheijastin,"plaque de sommet, fcache-sommet (d'un réflecteur parabolique) m",piastra di adattamento,頂点プレート,"정점판, <포물면 반사기>",płyta wierzchołkowa (reflektora paraboidalnego),placa de vértice (de um reflector parabólico),temenska plošča paraboloidnega reflektorja,vertexplatta,"顶板, <抛物面反射器的>"
712-05-38,feed (of reflector or lens antennas),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-38,تغذية (لعاكس أو هوائيات عدسيه),"Erreger, m",feed (of reflector or lens antennas),alimentador (de un reflector o de una antena lente),syöttö,"source d'illumination, f",illuminatore,フィード,"급전, <반사기 또는 렌즈 안테나>",zasilanie (reflektora lub soczewki antenowej),fonte de iluminação (de um reflector ou de uma antena de lente),osvetljevalni vir reflektorske ali lečaste antene,"matare ,","馈源, <反射器或透镜天线的>"
712-05-39,primary radiator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-39,مشع أولى,"Primärstrahler, mPrimärerreger, m",primary radiator,fuente primariaradiador primario,primaarisäteilijä,"source primaire, fexcitateur, m",radiatore primario,一次放射器,일차 방사기,radiator pierwotny,fonte primária,primarni virprimarni sevalnik,primärstrålare,初级辐射器
712-05-40,off-set feed,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-40,تغذية مزاحة,"asymmetrischer Erreger, m",off-set feed,alimentador fuera de ejefuente desfasada,sivusyöttö,"source décalée, f",illuminatore offset,オフセットフィード,오프셋 급전,zasilanie ofsetowe,fonte desviada,izmaknjeni virosvetljevalni vir,offsetmatare,偏置馈源
712-05-41,Cutler feed,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-41,تغذية كتلر,"Cutler-Erreger, mSchlitzspeisung, f",Cutler feed,alimentador de Cutler,Cutlerin syöttö,"source Cutler, fexcitation Cutler, f",illuminatore Cutler,カトラフィード,커틀러 급전,zasilanie Cutlera,fonte Cutler,Cutlerjev osvetljevalni vir,Cutler-matare,卡特勒馈源
712-05-42,spill-over power,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-42,القدرة المهدورة,"Überstrahlungsleistung, f",spill-over power,potencia de desborde,ohivuototeho,"(énergie de) débordement, m",potenza di spillover,スピルオーバ電力,유출 전력스필-오버 전력,moc rozproszona poza reflektoremmoc rozproszona,potência de transbordo,prelivna moč,förbistrålad effekt,溢失功率
712-05-43,spill-over factor,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-43,عامل الهدر,"Überstrahlungsfaktor, mErreger-Wirkungsgrad, m",spill-over factorfeed efficiency,eficiencia del alimentadorfactor de desborde,ohivuotokerroinsyötön hyötysuhde,facteur d'utilisation (d'une source d'illumination) m,efficienza di spillover,スピルオーバ係数,스필-오버 요소급전 효율,współczynnik rozproszenia,factor de transbordoeficiência da fonte,faktor prelivaizkoristek osvetljevalnega vira,matningsverkningsgrad,溢失因数
712-05-44,aperture blockage,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-44,إنسداد الفتحة,"Aperturabschattung, f",aperture blockage,obstrucción de apertura,apertuuripeitto,"effet de masque, mobstruction d'ouverture, f",bloccaggio dell'apertura,開口面妨害,개구 차단,blokada apertury,bloqueio de abertura,zasenčitev odprtine,aperturblockering,口面阻挡
712-05-45,aperture blocking factor (in a reflector antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-45,عامل إنسداد الفتحة ( فى الهوائى العاكس),"Aperturabschattungsfaktor, <einer Reflektorantenne> m",aperture blocking factor (in a reflector antenna),factor de obstrucción de apertura (en una antena de reflector),apertuurin peittokerroin,"facteur d'ombre, m",efficacia di bloccaggio,開口面妨害率,"개구 차단 요소, <반사형 안테나>",współczynnik blokowania apertury (w antenie z reflektorem),factor de bloqueio de abertura,faktor zasenčitve odprtine,blockeringsfaktor,口面阻挡因数
712-05-51,horn (antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-51,هوائي البوق,"Hornantenne, fHornstrahler, m",horn (antenna),bocina (antena),torvitorviantenni,"cornet, mantenne cornet, f",(antenna a) trombetta,ホーン,"나팔, <안테나>혼, <안테나>",antena tubowa,cornetaantena em corneta,lijakasta antena,hornantenn,喇叭天线
712-05-52,ridged horn (antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-52,هوائي البوق المنحرف,"Steghornantenne, fSteghorn, n",ridged horn (antenna),bocina de cresta (antena),harjannetorviharjannetorviantenni,"cornet à moulure, m",trombetta con nervature,リッジホーン,"이랑 나팔, <안테나>리지 혼, <안테나>",antena tubowa prążkowa,corneta nervurada,grebenasta antena,ryggvågledarhorn,脊形喇叭天线
712-05-53,sectoral horn (antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-53,هوائي البوق القطاعي,"Sektorhornantenne, fSektorhorn, n",sectoral horn (antenna),bocina sectorial (antena),sektoritorvisektoritorviantenni,"cornet sectoral, m",trombetta a settore,扇形ホーン,"부채꼴 나팔, <안테나>",antena tubowa sektorowa,corneta sectorial,sektorska lijakasta antena,sektorhorn,扇形喇叭天线
712-05-54,E-plane sectoral horn (antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-54,هوائي بوق قطاعي شكل E,"E-Ebenen-Sektorhornantenne, fE-Ebenen-Sektorhorn, n",E-plane sectoral horn (antenna),bocina sectorial de plano E (antena),E-tason sektoritorviE-tason sektoritorviantenni,"cornet sectoral E, m",trombetta a settore nel piano E,E面扇形ホーン,"E면 부채꼴 나팔, <안테나>E면 선형 혼, <안테나>",antena tubowa sektorowa typu E,corneta sectorial E,sektorski E-lijak,E-planshorn,E面扇形喇叭天线
712-05-55,H-plane sectoral horn (antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-55,هوائي بوق قطاعي شكل H,"H-Ebenen-Sektorhornantenne, fH-Ebenen-Sektorhorn, n",H-plane sectoral horn (antenna),bocina sectorial de plano H (antena),H-tason sektoritorviH-tason sektoritorviantenni,"cornet sectoral H, m",trombetta a settore nel piano H,H面扇形ホーン,"H면 부채꼴 나팔, <안테나>",antena tubowa sektorowa typu H,corneta sectorial H,sektorski H-lijak,H-planshorn,H面扇形喇叭天线
712-05-56,pyramidal horn (antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-56,هوائي بوق هرمي,"Pyramidenhornantenne, fPyramidenhorn, n",pyramidal horn (antenna),bocina piramidal (antena),pyramiditorvipyramiditorviantenni,"cornet pyramidal, m",trombetta piramidaletromba rettangolare,角錐ホーン,"피라미드형 나팔, <안테나>",antena tubowa piramidalna,corneta piramidal,piramidna lijakasta antena,pyramidhorn,角锥形喇叭天线
712-05-57,conical horn (antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-57,هوائى بوق مخروطى,"Kegelhornantenne, fKegelhorn, n",conical horn (antenna),bocina cónica (antena),kartiotorvikartiotorviantenni,"cornet conique, m",trombetta conicatromba circolare,円錐ホーン,"원추형 나팔, <안테나>",antena tubowa stożkowa,corneta cónica,stožčasta lijakasta antena,koniskt horn,圆锥形喇叭天线
712-05-58,horn reflector (antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-58,هوائي بعاكس بوقي,"Hornreflektorantenne, fHornreflektor, m",horn reflector (antenna),bocina reflectora (antena),heijastintorviheijastintorviantenni,"cornet à réflecteur, m",trombetta a riflettore,ホーンリフレクタ,"나팔형 반사기, <안테나>혼 반사기",antena tubowa z reflektorem parabolicznym,corneta de reflector,reflektorska lijakasta antena,hornreflektorantenn,喇叭反射器天线
712-05-59,hoghorn (antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-59,هوائي بوقي  متحدب,"Hoghorn, n",hoghorn (antenna),bocina sectorial con reflector (Hoghorn),parabelitorviparabelitorviantenni,"cornet sectoral à réflecteur, mhoghorn (terme à proscrire) m",hoghorn,ホグホーン,"기관 나팔형, <안테나>",antena tubowa z reflektorem cylindrycznym,corneta sectorial de reflector,lijakasta antena s cilindričnim reflektorjem,parabelhorn,帚形喇叭天线
712-05-60,"compound rectangular horn, <antenna>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-60,هوائي بوق مستطيل مركب,"Rechteck-Mehrstufenhornantenne, fRechteck-Mehrstufenhorn, n","compound rectangular horn, <antenna>",bocina rectangular compuesta (antena),suorakulmainen yhdistelmätorvisuorakulmainen yhdistelmätorviantenni,"cornet rectangulaire composite, m",tromba rettangolare composita,複合矩形ホーン,"복합 사각형 나팔, <안테나>",antena tubowa złożona o aperturze prostokątnej,corneta rectangular composta,stopenjski pravokotni lijak,sammansatt rektangulärt horn,复合矩形喇叭天线
712-05-61,"compound circular horn, <antenna>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-61,هوائي بوق دائري مركب,"runde Mehrstufenhornantenne, frundes Mehrstufenhorn, n","compound circular horn, <antenna>",bocina circular compuesta (antena),pyöreä yhdistelmätorvipyöreä yhdistelmätorviantenni,"cornet circulaire composite, m",tromba circolare composita,複合円形ホーン,"복합 원형 나팔, <안테나>",antena złożona tubowa o aperturze kołowej,corneta circular composta,stopenjski krožni lijak,sammansatt cirkulärt horn,复合圆形喇叭天线
712-05-62,Potter horn,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-62,بوق بوتر,"Potter-Hornantenne, fPotter-Horn, n",Potter horn,bocina de Potter,Potterin torviPotterin torviantenni,"cornet de Potter, m",tromba Potter,ポターホーン,포터 나팔,tuba Potltera,corneta Potter,Potterjev lijak,Potter-horn,普特喇叭天线
712-05-63,lens-corrected horn (antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-63,هوائى بوقى مصحح العدسة,"linsenkorrigierte Hornantenne, f",lens-corrected horn (antenna),bocina de lente corregida (antena),linssikorjattu torvilinssikorjattu torviantenni,"cornet à lentille, m",tromba corretta con lente,レンズ補正ホーン,"렌즈 보정 나팔, <안테나>",antena tubowa z soczewką korekcyjną,corneta de lente correctora,lijak z lečolijakasta antena z lečo,trattlinsantenn,透镜校正的喇叭天线
712-05-64,multimode horn,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-64,بوق متعدد الأنماط,"Mehrmodenhornantenne, fMehrmodenhorn, n",multimode horn,bocina multimodo,monimuototorvimonimuototorviantenni,"cornet multimode, mcornet multimodal, m",tromba multimodo,マルチモードホーン,다중 모드 나팔,tuba wielomodowa,corneta multimodo,večrodovni lijak,flermodshorn,多模喇叭天线
712-05-65,hybrid mode horn,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-65,بوق نمطِ هجينِ,"Hybridmodenhorn, nHybridhorn, n",hybrid mode horn,bocina de modo hibrido,hybridimuototorvihybridimuototorviantenni,"cornet à mode hybride, m",tromba di modo ibrido,ハイブリッドモードホーン,혼성 모드 나팔하이브리드 모드 나팔,tuba hybrydowa,corneta de modo híbrido,hibridnorodovni lijak,hybridmodshorn,混合模喇叭天线
712-05-66,corrugated horn,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-66,بوق متموج,"Rillenhorn, n",corrugated horn,bocina corregida,korrugoitu torviuratorvi,"cornet annelé, mcornet à gorges, m",tromba corrugata,コルゲートホーン,주름 나팔,tuba fałdowana,corneta corrugada,nabrazdana lijakasta antena,korrugerat horn,波纹喇叭天线
712-05-71,(radio wave) lens,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-71,عدسة (موجة راديوية),"Hochfrequenz-Linse, fLinse, f",(radio wave) lens,lente (de onda de radio)lente radioeléctrica,linssi,"lentille radioélectrique, f",lente (elettromagnetica),（無線波）レンズ,전파 렌즈,soczewka fal radiowych,lente radioeléctrica,(radiofrekvenčne) leče,lins,无线电波透镜
712-05-72,dielectric lens,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-72,عدسة عازلة,"dielektrische Linse, f",dielectric lens,lente dieléctrica,dielektrinen linssi,"lentille diélectrique, f",lente dielettrica,誘電体レンズ,유전체 렌즈,soczewka dielektryczna,lente dieléctrica,dielektrične leče,dieiektrisk lins,介质透镜
712-05-73,zone lens,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-73,عدسة منطقةِ,"Zonenlinse, fStufenlinse, f",zone lensstepped lens,lente escalonadalente zonal,vyöhykelinssi,"lentille à échelon, f",lente a gradini,ゾーンレンズ,존 렌즈계단 모양 렌즈,soczewka stopniowana,lente em graus,conirane lečestopenjske leče,trappstegslins,分区透镜
712-05-74,parallel-plate lens,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-74,عدسة الصفائح المتوازية,"Parallelplattenlinse, f",parallel-plate lens,lente de placas paralelas,levylinssi,"lentille à plaques parallèles, f",lente a lamine metalliche,平行面レンズ,평행판 렌즈,soczewka równoległopłytkowa,lente de placas paralelas,leče z vzporednimi ploščami,parallellskiveiins,平行板透镜
712-05-75,E-plane lens,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-75,عدسة بمستوى E,"E-Ebenen-Linse, f",E-plane lens,lente de plano E,E-tason levylinssi,"lentille à plaques parallèles E, f",lente nel piano E,E面レンズ,전계면 렌즈E면 렌즈,soczewka równoległopłytkowa typu E,lente de plano E,E-leče,E-planslins,E面透镜
712-05-76,H-plane lens,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-76,عدسة بمستوى H,"H-Ebenen-Linse, f",H-plane lens,lente de plano H,H-tason levylinssi,"lentille à plaques parallèles H, f",lente nel piano H,H面レンズ,자계면 렌즈H면 렌즈,soczewka równoległopłytkowa typu H,lente de plano H,H-leče,H-planslins,H面透镜
712-05-77,constrained lens,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-77,عدسة مقيدة,"Linse mit Zwangswellenführung, f",constrained lens,lente compulsiva,ohjaava levylinssi,"lentille à propagation contrainte, f",lente a propagazione guidata,拘束レンズ,구속 렌즈,soczewka o wymuszonej propagacji,lente de guiamento forçado,omejevalne leče,vågledarlins,约束透镜
712-05-78,multicellular lens,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-78,عدسة متعددة الخلايا,"Vielzellenlinse, fLinse mit gekreuzten Platten, f",multicellular lens eggcrate lens,lente multicelular,aaltoputkilinssi,"lentille multicellulaire, f",lente multicellulare,マルチセルレンズ,다중 셀룰러 렌즈격자 차양 렌즈,soczewka wielokomórkowa,lente multicelular,večcelične leče,cell-lins,窗格式透镜
712-05-79,perforated lens,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-79,عدسة مثقوبة,"perforierte Linse, fLochlinse, f",perforated lens,lente perforada,reikälevylinssi,"lentille à trous, f",lente perforata,穿孔レンズ,천공 렌즈,soczewka perforowana,lente perfurada,perforirane leče,hålskiveiins,多孔透镜
712-05-80,Luneburg lens antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-80,هوائى عدسة (لونبرج),"Luneburg-Linsenantenne, f",Luneburg lens antenna,antena lente de Luneburg,Luneburgin linssi,"antenne de Luneburg, f",lente Luneburg,ルーネブルグレンズアンテナ,뤼네부르크 렌즈 안테나,antena soczewkowa Luneburga,antena Luneburg,Luneburgova leča,Luneburg-lins,吕讷堡透镜天线
712-05-81,Fresnel lens antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-81,هوائي عدسة (فرسنل),"Fresnel-Linsenantenne, f",Fresnel lens antennazone-plate lens antenna,antena lente de Fresnel,Fresnelin linssi,"antenne à lentille de Fresnel, f",lente Fresnel,フレネルレンズアンテナ,프레넬 렌즈 안테나띠판 렌즈 안테나,antena soczewkowa Fresnela,antena de lente Fresnel,Fresnelova leča,Fresnel-lins,菲涅耳透镜天线
712-05-82,"artificial dielectric, <for radio waves>",https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-82,"عزل صناعي, <لموجات الراديو>","künstliches Dielektrikum, <für Funkwellen> n","artificial dielectric, <for radio waves>",dieléctrico artificial,keinotekoinen dielektrinen väliaine,"diélectrique artificiel, <pour les ondes radioélectriques> m",dielettrico artificiale,"人工誘電体, <ラジオ波>","인공 유전체, <>의사 유전체","sztuczny dielektryk, <dla fal radiowych> m",dieléctrico artificial,umetni dielektrik,artificiellt dielektrikum,"人工介质, <无线电波>"
712-05-83,slot radiator,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-83,مشع مشقوق,"Schlitzstrahler, m",slot radiator,radiador de ranura,rakosäteilijä,"fente rayonnante, f",fessura irradiante,スロット放射器,슬롯 방사기,radiator szczelinowy,radiador de fenda,sevalna reža,slits(strålare),隙缝辐射器
712-05-84,slot antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-84,هوائى مشقوق,"Schlitzantenne, f",slot antenna,antena de ranura,rakoantenni,"antenne à fente(s), f",antenna a fessura,スロットアンテナ,슬롯 안테나,antena szczelinowa,antena de fendas,antena s sevalnimi režami,slitsantenn,隙缝天线
712-05-85,slot array (antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-85,مصفوفة مشقوقة (هوائى),"Schlitzgruppenantenne, fSchlitzgruppe, f",slot array (antenna),conjunto de ranuras (antena),rakoantenniryhmä,"(antenne) réseau à fentes, m",schiera a fessura,スロットアレイ,"슬롯 배열, <안테나>슬롯 공중선열, <안테나>",zestaw antenowy szczelinowy zestaw szczelinowy,agregado (de antenas) de fendas,antenski niz sevalnih rež,slitsgruppantenn,隙缝阵
712-05-86,slotted cylinder (antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-86,اسطوانة مشقوقة (هوائى),"Schlitzzylinderantenne, fRohrschlitzantenne, f",slotted cylinder (antenna),cilindro ranurado (antena),lieriörakoantennipyloniantenni,"cylindre à fente(s), m",cilindro a fessura,スロットシリンダ,"슬롯 원통, <안테나>",antena cylindryczna szczelinowa,cilindro fendido,cilindrična antena s sevalnimi režami,cylinderslitsantenn,圆筒隙缝天线
712-05-87,slotted waveguide (antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-87,دليل موجى مشقوق (هوائى),"Hohlleiterschlitzantenne, f",slotted waveguide (antenna),guía de onda ranurada (antena),aaltoputkirakoantenni,"guide à fente(s), m",antenna a guida a fessura,スロット導波管（アンテナ）,슬롯 도파관 안테나,antena falowodowa szczelinowa,guia fendido,antenski valovod s sevalnimi režami,vågledarslitsantenn,波导隙缝天线
712-05-88,annular slot antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-88,هوائى الشق الحلقى,"Ringschlitzantenne, f",annular slot antenna,antena de ranura anular,rengasrakoantenni,"antenne à fente annulaire, f",antenna a fessura anulare,環状スロットアンテナ,환상 슬롯 안테나,antena szczelinowa pierścieniowa,antena de fenda anelar,obročasta antena s sevalno režo,ringformad slitsantenn,环形隙缝天线
712-05-89,bat-wing antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-89,هوائي جناح الخفاش,"Schmetterlingsantenne, f",bat-wing antenna,antena de mariposa,perhosantenni,"antenne papillon, f",antenna a farfalla,バットウイングアンテナ,박쥐 날개 안테나,antena motylkowa,antena em borboleta,antena metulj,fjärilsantenn,蝙蝠翼形天线
712-05-90,super-turnstile antenna,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-90,هوائي فائق الدوران,"Super-Drehkreuzantenne, fSuperturnstile-Antenne, f",super-turnstile antenna,antena supermolinete,ristiperhosantenni,"(antenne) super-tourniquet, m",antenna superturnstile,スーパーターンスタイルアンテナ,수퍼-턴스타일 안테나,antena superkołowrotowa,antena em super-torniquete,super križna antena,rosettantenn,超绕杆天线
712-05-91,slotted panel,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-91,لوحة مشقوقة,"Schlitzstrahlerfeld, n",slotted panel,panel ranurado,rakopaneeli,"panneau à fentes, m",pannello a fessura,スロットパネル,슬롯 반,panel szczelinowy,painel fendido,polja s sevalnimi režami,slitspanel,开槽盘
712-05-92,bat-wing panel,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-92,لوحة جناح الخفاش,"Schmetterlings-Strahlerfeld, n",bat-wing panel,panel de mariposa,perhosantennipaneeli,"panneau de papillons, m",pannello di antenne a farfalla,バットウィングパネル,배트-윙 반박쥐 날개형 반,panel motylkowy,painel de borboletas,ploskev z metulji,fjärilsslitspanel,蝙蝠翼盘
712-05-93,slotted cylinder panel,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-05-93,لوحة إسطوانية مشقوقة,"Schlitzzylinder-Strahlerfeld, n",slotted cylinder panel,panel de cilindros ranurados,lieriörakopaneeli,"panneau cylindre à fentes, m",pannello a cilindri a fessura,スロットシリンダパネル,슬롯 원통 판,panel cylindrów ze szczelinami,painel cilíndrico fendido,cilindrična ploskev z režami,cylinderslitspanel,圆筒隙缝盘
712-06-01,feed line,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-06-01,خَطّ التغذية,"Antennenspeiseleitung, fSpeiseleitung, f",feed linefeeder,alimentador (de antena)línea de alimentación (de antena),syöttöjohto,ligne d'alimentation (d'antenne) f,linea d'alimentazione,給電線,급전선급전기,linia zasilająca,linha de alimentação (de antena),dovodni vodnapajalni vod,matarledning,馈线
712-06-02,down-lead (of an antenna),https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-06-02,الطرف النازل ( للهوائي ),"Niederführung, <einer Antenne> fAbleitung, <einer Antenne> f",down-lead (of an antenna),bajada (de una antena),alastulojohto,"descente d'antenne, f",discesa d'antenna,引込線（アンテナの）,안테나 인입선안테나 지향선-정합선,doprowadzenie do anteny,baixada de antena,odvodni vod (antene),nedledning,"下引线, <天线的>"
712-06-03,balun,https://www.electropedia.org/iev/iev.nsf/display?openform&ievref=712-06-03,"بالون, <للهوائي>محول الجهد من اللاتوازن إلى توازن وبالعكس","Symmetrierglied, nBalun, n",balun,baIúnsimetrizador,symmetrointimuuntajasymmi,"symétriseur, mDÉCONSEILLÉ: transformateur symétrique-dissymétrique, m",balunsimmetrizzatore,バラン,밸룬,"symetryzator, mukład równoważący, m",simetrizadorbalun,simetrirni člensimetrirnik,balun,平衡/不平衡变换器巴伦
